"Title","Genres","Release Date","Release Country","Movie Rating","Review Rating","Movie Run Time","Plot","Cast","Language","Filming Locations","Budget"
"ThanksKilling 3 (2012)"," Comedy| Horror","13-Nov-12","USA","NOT RATED",3.2,"99 min","Directed by Jordan Downey. With Daniel Usaj, Joe Hartzler, Preston Altree, Benjamin Siemon. Fowl-mouthed villain Turkie carves through the likes of a rapping grandma, a mindless puppet, a wig-wearing inventor, a bisexual space worm, and their equally ridiculous friends on his quest to recover the last copy of ""ThanksKilling 2"".","Daniel Usaj|Joe Hartzler|Preston Altree|Benjamin Siemon|Mike Litzenberg|Bridge Stuart|Wanda Lust|Christina Blevins|Jordan Downey|Kevin Stewart|David Cronin|Jeffery A. Baker|Ryan McLelland|Brian Jackson|Roger Ford","English","Los Angeles, California, USA",
"Vile Prey (2016)"," Horror","31-Oct-16","USA",,8.8,,"Directed by Tim Novotny. With Ian Cameron, Amy Clark, Bryan Kiko, Octavious Maximus. In a small backwater town, a trio of sadistic killers terrorizes the community as they continue a cross-country murder spree that's lasted over a year. As the police frantically begin a manhunt to stop them, the slayers encounter a mortal terror far beyond anything they could imagine. A dreadful game of survival ensues, where only the deadliest prevail.","Ian Cameron|Amy Clark|Bryan Kiko|Octavious Maximus|Mike Vamos|Jim Roberts|Lyle Shelley|Maurice Thomas|Michael Vitovich|Kevin Winstead","English",,"$1,000 "
"Black Eve (2010)"," Horror","7-Oct-14","Canada","UNRATED",4.1,"78 min","Directed by Ryan M. Andrews. With Eva James, Neil Green, Veronika London, Kassandra Santos. A closed down department store is the setting for a wild Halloween party for a group of friends. The following morning, a woman, dressed in a jewel thief costume , wakes up in one of the many hidden away rooms and discovers that all of the other party guests have been murdered. Having psychic abilities, she uses her gift to retrace the final steps of the murdered guest.  As Chris travels from ...","Eva James|Neil Green|Veronika London|Kassandra Santos|Thet Win|Hayley Toane|Emily Schooley|Declan McCarthy|Marina Manushenko|Jenny Mac|Jo Jo Karume|Peter Jackson|Timothy Paul McCarthy|Cailey Muise|Scott Vancea","English","Brampton, Ontario, Canada",
"Chemical Peel (2014)"," Horror| Thriller","14-Oct-14","USA","R",5.7,"95 min","Directed by Hank Braxtan. With Natalie Victoria, Arielle Brachfeld, Stephanie Greco, Lacy Fisher. A bachelorette party turns deadly when a chemical reaction overtakes a valley, but being indoors could be just as deadly as being outside.","Natalie Victoria|Arielle Brachfeld|Stephanie Greco|Lacy Fisher|Lony'e Perrine|Leigh Davis|Ruben Pla|Eric Hailey|Kevin Anthony Brooks|Madeleine Pla|Jim Rose|Dan Sinclair|Ron Vischer","English","Glendale, California, USA","$20,000 "
"She Rises (2016)"," Horror","10-Oct-17","USA",,6.6,"90 min","Directed by Larry Wade Carrell. With Michael Biehn, Angus Macfadyen, Jennifer Blanc-Biehn, Daisy McCrackin. A director and her lead actor get a vacation rental while filming a movie. Their host, who initially comes across as extremely sweet and caring, becomes their worst nightmare.","Michael Biehn|Angus Macfadyen|Jennifer Blanc-Biehn|Daisy McCrackin|Lorraine Ziff|Nick W. Nicholson|Larry Wade Carrell|Hallie Jordan|Jason Aaron Moran|Jenise Blanc|Danielle Artigo|Tucker Rhodes|Randy Chance|Christopher Jiminez|Jay Lobit","English","Los Angeles, California, USA","$300,000 "
"Zero (2016)"," Fantasy| Horror| Mystery| Romance","25-Mar-16","India",,6.6,"159 min","Directed by Shiv Mohaa. With Ashwin Kakumanu, Swetha Nair, J.D. Chakravarthi, Ravi Raghavendra. Strange events start happening to a woman after marriage.","Ashwin Kakumanu|Swetha Nair|J.D. Chakravarthi|Ravi Raghavendra|Tulasi|Andrea|Krishna Kumar|Gautham Menon|Shivada Nair","Tamil",,
"Stab 7 (2017)"," Horror","31-Oct-17","USA",,,,"Directed by Joshua Patrick Dudley. With Joshua Patrick Dudley, Dave Allen, Mark Haggett, Rachel Alexandria Arnold. Five years have passed since the events of Stab 6: Ghostface Returns. Rachel and Kylie have successfully gotten away with plotting the deaths of their reality television show cast and are plotting another string of murders. Kylie has released a sequel to her first book, Manchester Massacre 2, and Rachel has turned both books into movie, Stab 5 and Stab 6, which received mixed reviews. Desperate ...","Joshua Patrick Dudley|Dave Allen|Mark Haggett|Stephanie Maheu|Rachel Alexandria Arnold|Mandi Russell|Sydney Atkin|Erica James|Stephanie Hazen|Kaitlyn Higgins|Devin Trevena|Quinlan Orleans-Aikins|Amanda Boettcher|Lindsey Klossner|Ed Davis Jr.","English",,"$5,000 "
"Siccin 3: Cürmü Ask (2016)"," Horror","2-Sep-16","Turkey",,7.4,,"Directed by Alper Mestçi. With Büsra Apaydin, Elif Baysal, Nevin Efe, Adnan Koç. Three infant friends are separated by a terrible accident but are reunited years later.","Büsra Apaydin|Elif Baysal|Nevin Efe|Adnan Koç|Ömer Musab Küçükle|Yavuz Pekdiker|Cem Uslu|Goktug Yasar|Yavuz Çetin","Turkish",,
"Inner Demon (2014)"," Horror| Thriller","21-Apr-17","USA",,4.7,"84 min","Directed by Ursula Dabrowsky. With Sarah Jeavons, Kerry Ann Reid, Andreas Sobik, Todd Telford. A teenage girl is abducted by a serial killer couple and manages to escape and find refuge in an isolated farmhouse, only to discover it is home to greater horrors and a malevolent spirit.","Sarah Jeavons|Kerry Ann Reid|Andreas Sobik|Todd Telford","English",,
"Community (2012)"," Horror","5-Oct-12","USA",,4.3,"78 min","Directed by Jason Ford. With Jemma Dallender, Elliott Jordan, Paul McNeilly, Terry Bird. The Draymen Estate has become an urban legend. Amongst the sinister stories of unsavory's locals and brutal violence, several people have apparently gone missing. But even the police won't go there. Enter two naive student filmmakers with a well-meaning plan to make a sympathetic documentary of life on the estate. They soon discover, however, that problems of drugs and crime in this community go ...","Jemma Dallender|Elliott Jordan|Paul McNeilly|Terry Bird|Jo Dyson|Oliver Stark|Ben Neagen|Jack Anderson|Ian Ralph|Jilly Harman|Jason Ford|Kal Aise|Darren Kent|Ellis Day|Bob Frost","English","Basildon, Essex, England, UK",
"Ju-on: The Final Curse (2015)"," Horror","20-Jun-15","Japan","NOT RATED",4.5,"90 min","Directed by Masayuki Ochiai. With Airi Taira, Ren Kiriyama, Nonoka Ono, Yurina Yanagi. Following the events of Ju-on: The Beginning of the End, Mai, the older sister of elementary schoolteacher Yui Shono, goes to look for her sister, who disappeared after a year while working in an elementary school. Mai soon discovers the Teriyaki household who tells her about what happened to her sister. Mai will now uncover the dark secrets of Ju-on and will try to end the curse once and for all.","Airi Taira|Ren Kiriyama|Nonoka Ono|Yurina Yanagi|Miyabi Matsuura|Hikaru Kaihotsu|Misaki Saisho|Kai Kobayashi|Yasuhito Hida|Yuina Kuroshima|Yoshihiko Hakamada|Nozomi Sasaki","Japanese",,
"I Am a Ghost (2012)"," Drama| Horror| Thriller","1-Mar-14","USA",,6.1,"76 min","Directed by H.P. Mendoza. With Jeannie Barroga, Rick Burkhardt, Anna Ishida. Emily, a troubled spirit, haunts her own house every day, wondering why she can't leave. With the help of Sylvia, a clairvoyant hired to rid the house of spirits, Emily is forced into a 'patient/therapist' relationship, uncovering disturbing mysteries about her past that may help her move on to 'the next place'.","Jeannie Barroga|Rick Burkhardt|Anna Ishida","English","San Francisco, California, USA","$10,000 "
"The Blind King (2016)"," Horror","14-Oct-16","Italy","NOT RATED",3.1,"90 min","Directed by Raffaele Picchio. With Aaron Stielstra, Désirée Giorgetti, Eleonora Marianelli, Sofia Pauly. A man is left alone with his daughter who can't speak due to a past trauma.","Aaron Stielstra|Désirée Giorgetti|Eleonora Marianelli|Sofia Pauly|David White","English",,"$250,000 "
"Another (2012)"," Horror| Mystery","4-Aug-12","Japan",,6,"109 min","Directed by Takeshi Furusawa. With Kento Yamazaki, Ai Hashimoto, Yoshihiko Hakamada, Ai Katô. After a chain of deaths at a junior high school, new transfer student Koichi Sakakibara (Kento Yamazaki) turns to a mysterious girl (Ai Hashimoto) who holds the key to the dark mystery. In the spring of 1998, 15-year-old Koichi Sakakibara's (Kento Yamazaki) father goes abroad and Koichi Sakakibara goes to live with his aunt Reiko Mikami (Ai Kato), who lives in a mountain region. Not long after he...","Kento Yamazaki|Ai Hashimoto|Yoshihiko Hakamada|Ai Katô|Natsumi Takamori|Mika Akizuki|Ayana|Guin Poon Chaw|Kai Inowaki|Mana Konno|Bokuzô Masana|Masaki Miura|Maya Okano|Amane Okayama|Hiroko Satô","Japanese","Iga, Mie, Japan",
"Convention of the Dead (2016)"," Action| Comedy| Horror",2016,"UK",,8.5,"78 min","Directed by Kelvin Beer. With Andy Pierce, Christopher Rithin, Jonathan Hansler, Frank Osborne. A small group of sci-fi fans on their annual trip to their local sci-fi convention - only something's a little different at the convention this year, the zombie apocalypse.","Andy Pierce|Christopher Rithin|Jonathan Hansler|Frank Osborne|Dani Thompson|Leon Annor|Darren Barnard|Mark Chan|Kelvin Beer|Laban Boldero|Matthew Dylon Knight|Neil Mathews|Ellie Torrez|David Sallis|Hilary Susan Baker","English","Carlton hotel, Bournemouth, Dorset, England, UK","  £25,000  "
"War of the Dead (2011)"," Action| Adventure| Horror| Sci-Fi| Thriller| War","4-May-12","Finland","NOT RATED",4.1,"86 min","Directed by Marko Mäkilaakso. With Andrew Tiernan, Jouko Ahola, Samuel Vauramo, Mikko Leppilampi. A platoon of American and Finnish soldiers is driven deep into a Russian forest where its Captain discovers a terrifying secret.","Andrew Tiernan|Jouko Ahola|Samuel Vauramo|Mikko Leppilampi|Andreas Wilson|Antti Reini|Magdalena Górska|Mark Wingett|Andrius Paulavicius|Geoffrey T. Bersey|Tomas Ereminas|Teemu Eriksson","English","Vilnius, Vilnius County, Lithuania","  €1,000,000  "
"The Temple II Birth into Dakness Full movie (2016)"," Action| Fantasy| Horror| Thriller","1-Oct-16","USA",,5.3,"51 min","Directed by Michele Plunkett. This movie is based off the novel, 'THE TEMPLE II, BIRTH INTO DARKNESS' Written by Michele Plunkett. It is about a religious crusader who rescues a dark clergy stranger from the battle field. A chaos of petulance deception betrayal and confusion unravels when he makes the priest stranger a temporary resident of his kingdom. Starring: Evan Christiano Eamon Mcgrail John Murray Aryn Wheeler G ...",,"English",,
"Goal of the Dead (2014)"," Comedy| Horror","27-Feb-14","France",,5.6,"140 min","Directed by Thierry Poiraud, Benjamin Rocher. With Alban Lenoir, Charlie Bruneau, Tiphaine Daviot, Ahmed Sylla. Returning to his hometown for the first time since his big money move to the professional leagues, Sam Lorit expects a joyful homecoming and a routine cup-game victory. But with the zombie outbreak fueling bitter rivalries, the players and their entourage are dragged into a brutal game for their lives.","Alban Lenoir|Charlie Bruneau|Tiphaine Daviot|Ahmed Sylla|Bruno Salomone|Patrick Ligardes|Xavier Laurent|Sebastien Vandenberghe|Alexandre Philip|Vincent Debost|Benoît Moret|Renaud Rutten|Jean-François Cayrey|Philippe du Janerand|Philippe Rebbot","French","Paris, France",
"1974: La posesión de Altair (2016)"," Horror| Mystery","7-Apr-17","Mexico",,5.7,"82 min","Directed by Victor Dryere. With Diana Bovio, Rolando Breme, Guillermo Callahan, Blanca Alarcón. A newlywed couple disappeared in 1974, their 8mm tapes reveal one of the most horrifying events in Mexican history.","Diana Bovio|Rolando Breme|Guillermo Callahan|Blanca Alarcón|Rubén González Garza|Oliverio Gareli|Roberto Absalón|Carlos Barber|Jesús Oswaldo Castro|Alberto Chávez|Odyn Cortez|José Roberto Cáceres|Alejandro Deli|Carlos Aguirre Dryere|Luis Escalante","Spanish","Monterrey, Nuevo León, Mexico",
"Badder Ben: The Final Chapter (2017)"," Horror",2017,"USA",,,"85 min","Directed by Nigel Bach. With Nigel Bach, Jacquie Baker, Matthew Schmid.","Nigel Bach|Jacquie Baker|Matthew Schmid","English",,
"Bleeding Hearts (2015)"," Horror","3-Feb-15","USA","NOT RATED",4.3,"100 min","Directed by Dylan Bank. With Robert Loggia, Charles Durning, Tony Todd, Dustin Diamond. Captured Hearts, an insane serial killer/horror film, is a heart-jumping, heart-crushing - truly demented - roller coaster ride of mystery, violence, sex and gore. With a raging, climatic twist, all hearts end up in one place. And it's not where they're supposed to be.","Robert Loggia|Charles Durning|Tony Todd|Dustin Diamond|Wilson Jermaine Heredia|Rachael Robbins|Suzi Lorraine|Ken Del Vecchio|Robert T. Bogue|Melantha Blackthorne|Seregon O'Dassey|Jamie White|Dennis L.A. White|Richard Lounello|Deirdre Lorenz","English","Middletown, New York, USA","$1,200,000 "
"Rise of the Dinosaurs (2013)"," Action| Horror| Sci-Fi","10-Mar-16","South Korea","R",2.3,"83 min","Directed by Anthony Fankhauser. With Gary Stretch, Corin Nemec, Vernon Wells, Michael Worth. A commando squad rescues a hostage being held by a terrorist, but their helicopter is shot down and falls into an unexplored valley. They quickly realize it is inhabited by dinosaurs, for which soldiers are a tasty morsel.","Gary Stretch|Corin Nemec|Vernon Wells|Michael Worth|Natascha Berg|Alicia Ziegler|Israel Sáez de Miguel|Rachel Riley|Jordan Lawson|Chris Gabriel|Jeff Leroy|Bryan K. Brown|Adrian Clissold|Philip Coc|Ganney Dortch","English","Belize",
"Witchcraft 14: Angel of Death (2016)"," Horror","1-Jan-17","USA",,3.3,"81 min","Directed by David Palmieri. With Molly Dougherty, Noël VanBrocklin, Berna Roberts, Leroy Castanon. The legendary Witchcraft series is back with all the blood, guts, sex and death. Satan Rose unleashes her fury in the form of a curse, led by a coven of sexy witches. In the battle to stop the Angel of Death, will white magic prove stronger than the forces of evil?","Molly Dougherty|Noël VanBrocklin|Berna Roberts|Leroy Castanon|Zamra Dollskin|Jeremy Sykes|Ryan Cleary|Jennifer Woods|Angelita Franco|Anjanette Clewis|Fiona Lincke|Taylor Lachance|Chris Petrillo|Bree Katz|Brendan Mitchell","English",,
"ZK: Elephant's Graveyard (2015)"," Horror","11-Feb-16","Germany","NOT RATED",2.8,"104 min","Directed by B. Harrison Smith. With Billy Zane, Dee Wallace, Mischa Barton, Felissa Rose. A young militia is all that stands between a coming dead horde and their rural town decimated by the fracking industry.","Billy Zane|Dee Wallace|Mischa Barton|Felissa Rose|Gabrielle Stone|Michael Kean|Joe Raffa|Ashley Sumner|Kyle Patrick Brennan|Angel Anthony Marrero|Davy Raphaely|Alexander Mandell|Brian Gallagher|Brian Anthony Wilson|Dan McGlaughlin","English",,
"Unwanted (2017)"," Horror","9-Jan-17","USA",,3.7,"73 min","Directed by Paul Foster. With Wynter Fielder, Julia Foster, Deborah Johnston, Vicky Jones-Stanfield. A young couple happens upon an old house that has been on the market for a long time. Seeing a huge opportunity they jump on purchasing the house only to discover too late why the house remained empty all of those years. Every house has its secrets but some secrets should be left alone.","Wynter Fielder|Julia Foster|Deborah Johnston|Vicky Jones-Stanfield|Bethany Maclachlan|Jeff Martin|Rob Martin|Ryan Miller|Sabin Smith|Kayleigh Stevenson|Elizabeth Taraba|Christa Watson","English","Pittsburg, Texas, USA","$8,900 "
"Summer of Blood (2014)"," Comedy| Horror","17-Apr-14","USA","UNRATED",5.4,"86 min","Directed by Onur Tukel. With Jonathan Caouette, Zach Clark, Dustin Guy Defa, Juliette Fairley. Erik Sparrow is one of the lucky ones. He's got a good job. He's in a stable relationship. He lives in one of the greatest cities in the world. Does he deserve it? Probably not. He's not too bright. He's not very attractive. He's not at all ambitious. He's chubby and he's always complaining. And when his girlfriend Jody proposes to him, he doesn't even have the good sense to accept her offer. ...","Jonathan Caouette|Zach Clark|Dustin Guy Defa|Juliette Fairley|Vakhtang Gomelauri|Julian Grady|Rhys Grady|Max Heller|Anna Margaret Hollyman|Alexander Johnson|Alex Karpovsky|Clifford McCurdy|Dakota O'Hara|Raquel Pelzel|Vanna Pilgrim","English","Brooklyn, New York City, New York, USA",
"Close Calls (2017)"," Horror| Thriller",2017,"USA",,,,"Directed by Richard Stringham. With Jordan Phipps, Greg Fallon, Carmen Patterson, Kristof Waltermire. A troubled young girl (Morgan) is forced to deal with her crazy grandma and a psychotic caller when her father leaves her home alone. But before the night is over, Morgan must also face her own fears and inner demons when she believes everyone she knows is plotting against her.","Jordan Phipps|Greg Fallon|Carmen Patterson|Kristof Waltermire|Janis Duley|Star McCann|Landen Matt|Alix Lindbergh|Joseph Melero|Samantha Laine Anderson|Robert Babcock|Vaughn Collar|Michael Babcock|Sarah Alexis Barrett|Alivea Disney-LaFavor","English","North Little Rock, Arkansas, USA","$350,000 "
"Silent Retreat (2013)"," Horror| Mystery| Thriller","23-Jun-15","USA","NOT RATED",4.2,"95 min","Directed by Tricia Lee. With Chelsea Jenish, Sofia Banzhaf, Robert Nolan, Jen Pogue. Janey is sent to a silent meditation retreat, in the woods, for rehabilitation, only to realize that the men who run it are brainwashing women, and if she breaks the rules, she'll discover what lurks beyond the trees.","Chelsea Jenish|Sofia Banzhaf|Robert Nolan|Jen Pogue|Matthew Romantini|Mark Buck|Jennie Foster|Katie Buitendyk|Jenna Jade Rain|Mark Kalpakis|Angela M. Newell|Sable Rae Empey|Minerva Mohabir|Meghan Nora Smith","English","Kettleby Valley, Ontario, Canada","  CAD 250,000  "
